doc_id,item_id,track,gold,method,n,target_categories,prediction,correct,reasoning_tokens,finish_reason,raw_response
1774,B_11,B,1,Substitute,1,Health Condition,1.0,1.0,148,stop,ANSWER: 1
1907,B_12,B,1,Coarsen,1,Temporal,1.0,1.0,167,stop,ANSWER: 1
1907,B_13,B,1,Substitute,1,Temporal,1.0,1.0,149,stop,ANSWER: 1
3065,B_14,B,1,Coarsen,1,Test Result,1.0,1.0,1163,stop,ANSWER: 1
3065,B_15,B,1,Delete,1,Test Result,1.0,1.0,0,stop,ANSWER: 1
3065,B_16,B,1,Delete,2,Test Result | Health Condition,1.0,1.0,0,stop,ANSWER: 1
3065,B_17,B,1,Delete,3,Test Result | Health Condition | Test Result,1.0,1.0,0,stop,ANSWER: 1
3065,B_18,B,1,Substitute,1,Temporal,1.0,1.0,189,stop,ANSWER: 1
4376,B_19,B,1,Coarsen,1,Temporal,0.0,0.0,397,stop,ANSWER: 0
4376,B_20,B,1,Delete,1,Temporal,1.0,1.0,301,stop,ANSWER: 1
4376,B_21,B,1,Delete,2,Temporal | Symptom,1.0,1.0,623,stop,ANSWER: 1
4376,B_22,B,1,Substitute,1,Symptom,1.0,1.0,710,stop,ANSWER: 1
4872,B_23,B,1,Coarsen,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
4872,B_24,B,1,Delete,1,Temporal,1.0,1.0,354,stop,ANSWER: 1
4872,B_25,B,1,Delete,2,Temporal | Symptom,1.0,1.0,527,stop,ANSWER: 1
4872,B_26,B,1,Delete,3,Temporal | Symptom | Age,1.0,1.0,788,stop,ANSWER: 1
4872,B_27,B,1,Substitute,1,Temporal,1.0,1.0,341,stop,ANSWER: 1
5061,B_28,B,1,Coarsen,1,Test Result,1.0,1.0,132,stop,ANSWER: 1
5061,B_29,B,1,Delete,1,Age,1.0,1.0,509,stop,ANSWER: 1
5061,B_30,B,1,Delete,2,Age | Health Condition,1.0,1.0,114,stop,ANSWER: 1
5061,B_31,B,1,Delete,3,Age | Health Condition | Temporal,1.0,1.0,0,stop,ANSWER: 1
5061,B_32,B,1,Substitute,1,Test Result,1.0,1.0,40,stop,ANSWER: 1
7282,B_33,B,1,Delete,1,Medicine,1.0,1.0,0,stop,ANSWER: 1
7282,B_34,B,1,Delete,2,Medicine | Symptom,1.0,1.0,0,stop,ANSWER: 1
7282,B_35,B,1,Delete,3,Medicine | Symptom | Medicine,1.0,1.0,0,stop,ANSWER: 1
7282,B_36,B,1,Substitute,1,Medicine,1.0,1.0,825,stop,ANSWER: 1
7476,B_37,B,1,Coarsen,1,Temporal,1.0,1.0,251,stop,ANSWER: 1
7476,B_38,B,1,Delete,1,Symptom,1.0,1.0,344,stop,ANSWER: 1
7476,B_39,B,1,Substitute,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
7664,B_40,B,1,Coarsen,1,Dosage,1.0,1.0,489,stop,ANSWER: 1
7664,B_41,B,1,Delete,1,Dosage,1.0,1.0,207,stop,ANSWER: 1
7664,B_42,B,1,Delete,2,Dosage | Dosage,,,77,stop,
7664,B_43,B,1,Delete,3,Dosage | Dosage | Other,1.0,1.0,0,stop,ANSWER: 1
7664,B_44,B,1,Substitute,1,Age,1.0,1.0,189,stop,ANSWER: 1
7854,B_45,B,1,Coarsen,1,Temporal,1.0,1.0,497,stop,ANSWER: 1
7854,B_46,B,1,Delete,1,Health Condition,1.0,1.0,0,stop,ANSWER: 1
7854,B_47,B,1,Delete,2,Health Condition | Symptom,1.0,1.0,665,stop,ANSWER: 1
7854,B_48,B,1,Delete,3,Health Condition | Symptom | Health Condition,1.0,1.0,186,stop,ANSWER: 1
7854,B_49,B,1,Substitute,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
8107,B_50,B,1,Delete,1,Symptom,1.0,1.0,193,stop,ANSWER: 1
8107,B_51,B,1,Substitute,1,Symptom,1.0,1.0,70,stop,ANSWER: 1
8111,B_52,B,1,Coarsen,1,Test Result,0.0,0.0,764,stop,ANSWER: 0
8111,B_53,B,1,Delete,1,Other,1.0,1.0,196,stop,ANSWER: 1
8111,B_54,B,1,Delete,2,Other | Test Result,1.0,1.0,733,stop,ANSWER: 1
8111,B_55,B,1,Delete,3,Other | Test Result | Medicine,1.0,1.0,236,stop,ANSWER: 1
8111,B_56,B,1,Substitute,1,Test Result,1.0,1.0,299,stop,ANSWER: 1
10553,B_57,B,1,Coarsen,1,Temporal,1.0,1.0,127,stop,ANSWER: 1
10553,B_58,B,1,Delete,1,Symptom,1.0,1.0,127,stop,ANSWER: 1
10553,B_59,B,1,Delete,2,Symptom | Temporal,1.0,1.0,234,stop,ANSWER: 1
10553,B_60,B,1,Delete,3,Symptom | Temporal | Age,1.0,1.0,442,stop,ANSWER: 1
10553,B_61,B,1,Substitute,1,Age,1.0,1.0,0,stop,ANSWER: 1
10592,B_62,B,1,Coarsen,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
10592,B_63,B,1,Delete,1,Medicine,1.0,1.0,753,stop,ANSWER: 1
10592,B_64,B,1,Delete,2,Medicine | Health Condition,1.0,1.0,323,stop,ANSWER: 1
10592,B_65,B,1,Delete,3,Medicine | Health Condition | Age,1.0,1.0,367,stop,ANSWER: 1
10592,B_66,B,1,Substitute,1,Medicine,1.0,1.0,703,stop,ANSWER: 1
10696,B_67,B,1,Delete,1,Medicine,1.0,1.0,176,stop,ANSWER: 1
10696,B_68,B,1,Delete,2,Medicine | Medicine,1.0,1.0,550,stop,ANSWER: 1
10696,B_69,B,1,Delete,3,Medicine | Medicine | Other,1.0,1.0,0,stop,ANSWER: 1
10696,B_70,B,1,Substitute,1,Age,1.0,1.0,127,stop,ANSWER: 1
11277,B_71,B,1,Delete,1,Age,1.0,1.0,680,stop,ANSWER: 1
11277,B_72,B,1,Delete,2,Age | Symptom,,,752,stop,
11277,B_73,B,1,Delete,3,Age | Symptom | Health Condition,1.0,1.0,0,stop,ANSWER: 1
11277,B_74,B,1,Substitute,1,Health Condition,1.0,1.0,75,stop,ANSWER: 1
12559,B_75,B,1,Coarsen,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
12559,B_76,B,1,Delete,1,Temporal,1.0,1.0,168,stop,ANSWER: 1
12559,B_77,B,1,Delete,2,Temporal | Temporal,1.0,1.0,212,stop,ANSWER: 1
12559,B_78,B,1,Delete,3,Temporal | Temporal | Temporal,1.0,1.0,0,stop,ANSWER: 1
12559,B_79,B,1,Substitute,1,Symptom,1.0,1.0,97,stop,ANSWER: 1
12628,B_80,B,1,Coarsen,1,Dosage,0.0,0.0,785,stop,ANSWER: 0
12628,B_81,B,1,Delete,1,Dosage,1.0,1.0,0,stop,ANSWER: 1
12628,B_82,B,1,Delete,2,Dosage | Age,1.0,1.0,437,stop,ANSWER: 1
12628,B_83,B,1,Delete,3,Dosage | Age | Health Condition,1.0,1.0,0,stop,ANSWER: 1
12628,B_84,B,1,Substitute,1,Symptom,0.0,0.0,1008,stop,ANSWER: 0
13323,B_85,B,1,Delete,1,Age,0.0,0.0,0,stop,ANSWER: 0
13323,B_86,B,1,Delete,2,Age | Symptom,1.0,1.0,464,stop,ANSWER: 1
13323,B_87,B,1,Substitute,1,Symptom,1.0,1.0,193,stop,ANSWER: 1
13879,B_88,B,1,Coarsen,1,Test Result,1.0,1.0,173,stop,ANSWER: 1
13879,B_89,B,1,Delete,1,Test Result,1.0,1.0,200,stop,ANSWER: 1
13879,B_90,B,1,Delete,2,Test Result | Health Condition,1.0,1.0,0,stop,ANSWER: 1
13879,B_91,B,1,Delete,3,Test Result | Health Condition | Temporal,1.0,1.0,312,stop,ANSWER: 1
13879,B_92,B,1,Substitute,1,Age,1.0,1.0,328,stop,ANSWER: 1
14138,B_93,B,1,Coarsen,1,Temporal,0.0,0.0,0,stop,ANSWER: 0
14138,B_94,B,1,Delete,1,Age,0.0,0.0,0,stop,ANSWER: 0
14138,B_95,B,1,Delete,2,Age | Temporal,1.0,1.0,494,stop,ANSWER: 1
14138,B_96,B,1,Substitute,1,Symptom,1.0,1.0,166,stop,ANSWER: 1
15433,B_97,B,1,Delete,1,Symptom,0.0,0.0,0,stop,ANSWER: 0
15433,B_98,B,1,Delete,2,Symptom | Age,1.0,1.0,342,stop,ANSWER: 1
15433,B_99,B,1,Substitute,1,Age,1.0,1.0,161,stop,ANSWER: 1
15688,B_100,B,1,Delete,1,Age,1.0,1.0,219,stop,ANSWER: 1
15688,B_101,B,1,Substitute,1,Symptom,1.0,1.0,150,stop,ANSWER: 1
15818,B_102,B,1,Delete,1,Symptom,1.0,1.0,375,stop,ANSWER: 1
15818,B_103,B,1,Substitute,1,Symptom,1.0,1.0,475,stop,ANSWER: 1
15819,B_104,B,1,Coarsen,1,Temporal,0.0,0.0,196,stop,ANSWER: 0
15819,B_105,B,1,Delete,1,Temporal,1.0,1.0,223,stop,ANSWER: 1
15819,B_106,B,1,Delete,2,Temporal | Medicine,1.0,1.0,320,stop,ANSWER: 1
15819,B_107,B,1,Delete,3,Temporal | Medicine | Symptom,1.0,1.0,0,stop,ANSWER: 1
15819,B_108,B,1,Substitute,1,Medicine,1.0,1.0,0,stop,ANSWER: 1
16344,B_109,B,1,Delete,1,Symptom,1.0,1.0,0,stop,ANSWER: 1
16344,B_110,B,1,Delete,2,Symptom | Health Condition,1.0,1.0,211,stop,ANSWER: 1
16344,B_111,B,1,Delete,3,Symptom | Health Condition | Health Condition,1.0,1.0,226,stop,ANSWER: 1
16344,B_112,B,1,Substitute,1,Health Condition,1.0,1.0,157,stop,ANSWER: 1
16760,B_113,B,1,Coarsen,1,Temporal,1.0,1.0,600,stop,ANSWER: 1
16760,B_114,B,1,Delete,1,Temporal,1.0,1.0,719,stop,ANSWER: 1
16760,B_115,B,1,Delete,2,Temporal | Symptom,1.0,1.0,212,stop,ANSWER: 1
16760,B_116,B,1,Delete,3,Temporal | Symptom | Medicine,1.0,1.0,433,stop,ANSWER: 1
16760,B_117,B,1,Substitute,1,Medicine,1.0,1.0,673,stop,ANSWER: 1
17727,B_118,B,1,Coarsen,1,Dosage,1.0,1.0,153,stop,ANSWER: 1
17727,B_119,B,1,Delete,1,Medicine,1.0,1.0,108,stop,ANSWER: 1
17727,B_120,B,1,Delete,2,Medicine | Dosage,1.0,1.0,102,stop,ANSWER: 1
17727,B_121,B,1,Delete,3,Medicine | Dosage | Dosage,1.0,1.0,0,stop,ANSWER: 1
17727,B_122,B,1,Substitute,1,Dosage,1.0,1.0,224,stop,ANSWER: 1
18129,B_123,B,1,Coarsen,1,Test Result,1.0,1.0,194,stop,ANSWER: 1
18129,B_124,B,1,Delete,1,Test Result,1.0,1.0,0,stop,ANSWER: 1
18129,B_125,B,1,Delete,2,Test Result | Medicine,1.0,1.0,214,stop,ANSWER: 1
18129,B_126,B,1,Delete,3,Test Result | Medicine | Test Result,1.0,1.0,0,stop,ANSWER: 1
18129,B_127,B,1,Substitute,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
18248,B_128,B,1,Coarsen,1,Temporal,1.0,1.0,138,stop,ANSWER: 1
18248,B_129,B,1,Delete,1,Symptom,1.0,1.0,0,stop,ANSWER: 1
18248,B_130,B,1,Delete,2,Symptom | Age,1.0,1.0,0,stop,ANSWER: 1
18248,B_131,B,1,Delete,3,Symptom | Age | Temporal,1.0,1.0,141,stop,ANSWER: 1
18248,B_132,B,1,Substitute,1,Temporal,1.0,1.0,67,stop,ANSWER: 1
19859,B_133,B,1,Coarsen,1,Temporal,0.0,0.0,876,stop,ANSWER: 0
19859,B_134,B,1,Delete,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
19859,B_135,B,1,Delete,2,Temporal | Symptom,0.0,0.0,0,stop,ANSWER: 0
19859,B_136,B,1,Substitute,1,Symptom,1.0,1.0,0,stop,ANSWER: 1
20110,B_137,B,1,Delete,1,Symptom,0.0,0.0,0,stop,ANSWER: 0
20110,B_138,B,1,Delete,2,Symptom | Age,1.0,1.0,414,stop,ANSWER: 1
20110,B_139,B,1,Delete,3,Symptom | Age | Health Condition,1.0,1.0,179,stop,ANSWER: 1
20110,B_140,B,1,Substitute,1,Health Condition,1.0,1.0,437,stop,ANSWER: 1
20770,B_141,B,1,Coarsen,1,Temporal,0.0,0.0,0,stop,ANSWER: 0
20770,B_142,B,1,Delete,1,Age,0.0,0.0,0,stop,ANSWER: 0
20770,B_143,B,1,Delete,2,Age | Medicine,1.0,1.0,0,stop,ANSWER: 1
20770,B_144,B,1,Delete,3,Age | Medicine | Temporal,1.0,1.0,0,stop,ANSWER: 1
20770,B_145,B,1,Substitute,1,Symptom,1.0,1.0,83,stop,ANSWER: 1
21042,B_146,B,1,Delete,1,Symptom,1.0,1.0,0,stop,ANSWER: 1
21042,B_147,B,1,Substitute,1,Symptom,1.0,1.0,280,stop,ANSWER: 1
21362,B_148,B,1,Coarsen,1,Temporal,0.0,0.0,262,stop,ANSWER: 0
21362,B_149,B,1,Delete,1,Symptom,1.0,1.0,0,stop,ANSWER: 1
21362,B_150,B,1,Delete,2,Symptom | Temporal,1.0,1.0,97,stop,ANSWER: 1
21362,B_151,B,1,Substitute,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
21785,B_152,B,1,Coarsen,1,Temporal,0.0,0.0,226,stop,ANSWER: 0
21785,B_153,B,1,Delete,1,Temporal,1.0,1.0,646,stop,ANSWER: 1
21785,B_154,B,1,Delete,2,Temporal | Medicine,1.0,1.0,690,stop,ANSWER: 1
21785,B_155,B,1,Delete,3,Temporal | Medicine | Symptom,1.0,1.0,150,stop,ANSWER: 1
21785,B_156,B,1,Substitute,1,Age,1.0,1.0,77,stop,ANSWER: 1
21855,B_157,B,1,Coarsen,1,Temporal,1.0,1.0,385,stop,ANSWER: 1
21855,B_158,B,1,Delete,1,Temporal,1.0,1.0,250,stop,ANSWER: 1
21855,B_159,B,1,Delete,2,Temporal | Health Condition,1.0,1.0,0,stop,ANSWER: 1
21855,B_160,B,1,Delete,3,Temporal | Health Condition | Temporal,1.0,1.0,225,stop,ANSWER: 1
21855,B_161,B,1,Substitute,1,Symptom,1.0,1.0,232,stop,ANSWER: 1
22314,B_162,B,1,Delete,1,Symptom,1.0,1.0,926,stop,ANSWER: 1
22314,B_163,B,1,Delete,2,Symptom | Age,1.0,1.0,248,stop,ANSWER: 1
22314,B_164,B,1,Delete,3,Symptom | Age | Medicine,1.0,1.0,868,stop,ANSWER: 1
22314,B_165,B,1,Substitute,1,Health Condition,1.0,1.0,0,stop,ANSWER: 1
22486,B_166,B,1,Coarsen,1,Temporal,1.0,1.0,289,stop,ANSWER: 1
22486,B_167,B,1,Delete,1,Symptom,1.0,1.0,190,stop,ANSWER: 1
22486,B_168,B,1,Delete,2,Symptom | Age,1.0,1.0,187,stop,ANSWER: 1
22486,B_169,B,1,Substitute,1,Temporal,1.0,1.0,128,stop,ANSWER: 1
22981,B_170,B,1,Coarsen,1,Temporal,1.0,1.0,550,stop,ANSWER: 1
22981,B_171,B,1,Delete,1,Temporal,1.0,1.0,337,stop,ANSWER: 1
22981,B_172,B,1,Delete,2,Temporal | Symptom,1.0,1.0,290,stop,ANSWER: 1
22981,B_173,B,1,Delete,3,Temporal | Symptom | Age,1.0,1.0,317,stop,ANSWER: 1
22981,B_174,B,1,Substitute,1,Age,1.0,1.0,124,stop,ANSWER: 1
23240,B_175,B,1,Coarsen,1,Temporal,0.0,0.0,1187,stop,ANSWER: 0
23240,B_176,B,1,Delete,1,Symptom,0.0,0.0,280,stop,ANSWER: 0
23240,B_177,B,1,Substitute,1,Temporal,1.0,1.0,219,stop,ANSWER: 1
23712,B_178,B,1,Coarsen,1,Temporal,1.0,1.0,0,stop,ANSWER: 1
23712,B_179,B,1,Delete,1,Temporal,1.0,1.0,363,stop,ANSWER: 1
23712,B_180,B,1,Delete,2,Temporal | Test Result,1.0,1.0,214,stop,ANSWER: 1
23712,B_181,B,1,Delete,3,Temporal | Test Result | Symptom,1.0,1.0,556,stop,ANSWER: 1
23712,B_182,B,1,Substitute,1,Symptom,1.0,1.0,0,stop,ANSWER: 1
24011,B_183,B,1,Delete,1,Age,1.0,1.0,225,stop,ANSWER: 1
24011,B_184,B,1,Delete,2,Age | Health Condition,1.0,1.0,195,stop,ANSWER: 1
24011,B_185,B,1,Substitute,1,Medicine,1.0,1.0,0,stop,ANSWER: 1
24392,B_186,B,1,Delete,1,Health Condition,1.0,1.0,349,stop,ANSWER: 1
24392,B_187,B,1,Delete,2,Health Condition | Symptom,1.0,1.0,0,stop,ANSWER: 1
24392,B_188,B,1,Substitute,1,Symptom,0.0,0.0,207,stop,ANSWER: 0
24780,B_189,B,1,Delete,1,Other,1.0,1.0,0,stop,ANSWER: 1
24780,B_190,B,1,Delete,2,Other | Symptom,1.0,1.0,572,stop,ANSWER: 1
24780,B_191,B,1,Substitute,1,Symptom,1.0,1.0,248,stop,ANSWER: 1
25080,B_192,B,1,Coarsen,1,Temporal,1.0,1.0,553,stop,ANSWER: 1
25080,B_193,B,1,Delete,2,Symptom | Medicine,1.0,1.0,225,stop,ANSWER: 1
25080,B_194,B,1,Delete,3,Symptom | Medicine | Temporal,1.0,1.0,198,stop,ANSWER: 1
25080,B_195,B,1,Substitute,1,Temporal,1.0,1.0,281,stop,ANSWER: 1
26268,B_196,B,1,Delete,1,Other,0.0,0.0,0,stop,ANSWER: 0
26268,B_197,B,1,Substitute,1,Age,1.0,1.0,0,stop,ANSWER: 1
26458,B_198,B,1,Delete,1,Medicine,1.0,1.0,165,stop,ANSWER: 1
26458,B_199,B,1,Substitute,1,Medicine,1.0,1.0,473,stop,ANSWER: 1
